3,0,3,mimistar (mimistar),[問卦] 鼻咽拭子有在賣嗎,Sun Jul  3 01:42:34 2022
2,0,2,SSZZ77 (甲殼類過敏),[問卦] 天氣熱是吃油膩還是清爽？,Sun Jul  3 02:10:27 2022
7,0,7,Emerson158 (紅豆 X 八嘎 X 烏魯賽),"[問卦] 吃乾麵類泡麵,會把水瀝乾嗎?",Sun Jul  3 02:22:51 2022
1,0,1,ralfeistein (無名的ㄈㄓ王),[新聞] 影／20顆造型球噴焰起飛 遊客熬夜佔位看,Sat Jul  2 23:57:36 2022
9,3,6,cj4385283 (Linhi),[問卦] 狗如果沒臭味是不是屌打貓,Sun Jul  3 11:01:31 2022
7,4,3,Chungptt (酷賈),,
1,0,1,leoamyp4 (leoamyp4),Re,Sun Jul  3 03:07:18 2022
19,2,17,remora (remora),Re,Sun Jul  3 10:30:58 2022
1,2,-1,devidevi (凱特),Re,Sat Jul  2 23:13:21 2022
5,0,5,Hanedas (),[問卦] 三金裡面是不是只剩金曲會有中國人？,Sat Jul  2 23:45:40 2022
6,1,5,ha3810996 (微八嘎囧),[新聞] 蜜蜂壞壞房子蓋在這 網友笑噴「偉人變成,Sat Jul  2 23:47:18 2022
10,3,7,kerkerson (高處不勝寒),[問卦] 滴妹會羨慕ELVA蕭亞軒嗎???,Sat Jul  2 23:23:01 2022
2,0,2,johanLarson (Rent),Re,Sun Jul  3 00:15:55 2022
2,2,0,bbsids (迷上這樣的味道),Re,Sun Jul  3 11:09:01 2022
3,1,2,amertazer (唉~~沒他色),Re,Sat Jul  2 23:49:59 2022
486,96,390,monine (),[新聞] 不會用藍芽！師大教授千字文控店員態度差,Sun Jul  3 08:31:06 2022
0,0,0,Kashionz (空阿哭啊Peko),Re,Sun Jul  3 03:43:54 2022
5,0,5,lienchi (...),[問卦] 為什麼有人怕手機基地台大過陽光？,Sun Jul  3 09:50:32 2022
54,5,49,leocean9816 (阿光),[新聞] 陸三大航空訂購292架空巴 波音：令人失望,Sun Jul  3 00:27:48 2022
0,0,0,o523874 (就買一個感覺),Re,Sun Jul  3 11:22:13 2022
7,3,4,TomFord5566 (湯福56),[問卦] 歐洲人會羨慕美國那麼強嗎？,Sun Jul  3 11:13:17 2022
5,0,5,rikey0214 (0.0),[問卦] 手機扔在床上睡著會怎樣？,Sun Jul  3 11:03:35 2022
33,2,31,HDSM (Love Not Change  O'_'O),[問卦] 看過『機械女神』的幾歲了阿？,Sun Jul  3 00:59:06 2022
6,2,4,whiteadam (blue eyes blue),[問卦] 溫嵐跟elva誰有整形過??,Sun Jul  3 01:55:13 2022
1,1,0,tok892xt7 (優質廢文),[問卦] 我聽聞 妳始終一個人？,Sat Jul  2 23:08:53 2022
1,0,1,HDSM (Love Not Change  O'_'O),[問卦] 今天 又是雨時多雲偶陣晴,Sun Jul  3 00:50:42 2022
10,3,7,Lime5566 (萊姆56),[問卦] 以前人會把音樂放到光碟裡面來聽?,Sat Jul  2 23:25:03 2022
1,0,1,sam810626 (Sam),[問卦] 大家有沒有要報考今年的國營聯招啊?,Sat Jul  2 23:09:08 2022
7,3,4,fcugeo (fcugeo1746),[問卦] 今天金曲獎得獎的專輯你買了幾張？,Sun Jul  3 00:17:18 2022
0,4,-4,emperor (派蘿派蘿得第一),[問卦] 喜歡的女生變女王會不會後悔沒把她?,Sat Jul  2 23:52:03 2022
7,0,7,jerome2010 (636237),[問卦] 有什麼辦法可以休假唸書準備國考,Sun Jul  3 08:24:56 2022
11,2,9,sodistrues (true),[問卦] 日本男優小栗旬為什麼能紅那麼久？,Sun Jul  3 08:22:22 2022
242,13,229,neo19 ((づ′・ω・）づ),[問卦] 蕭亞軒的鼻子怎摸了,Sat Jul  2 23:17:33 2022
7,0,7,kuangjc5566 (匡匡56),[問卦] 有沒有崔健 假行僧這首歌的八卦,Sat Jul  2 23:58:40 2022
4,0,4,lienchi (...),[問卦] 手機真的不能放口袋嗎,Sun Jul  3 00:02:28 2022
11,0,11,jonjes (HONOKA),[問卦] 怎麼久坐電影院的椅子,Sun Jul  3 05:31:03 2022
8,3,5,fickleness (小舞揭),[問卦] 我的NETFLIX現在 不能看，你的能看嗎？,Sun Jul  3 09:47:21 2022
2,2,0,wuyiulin (龍破壞劍士巴斯達_客家人),[問卦] 生活的價值總是來自於充滿挫折的經歷？,Sun Jul  3 02:15:04 2022
7,1,6,AlainDelon (無心睡眠),Re,Sun Jul  3 03:03:31 2022
5,0,5,gyGirl (妹),Re,Sun Jul  3 09:58:58 2022
2,0,2,freddy60907 (happysexyday),[問卦] 萬葉可莉 都幾,Sat Jul  2 23:11:33 2022
5,6,-1,x941u4vu86 (x94),[問卦] 滴妹何時要回台灣？,Sun Jul  3 09:48:21 2022
3,0,3,KevinLow (廢文漏),[問卦] 灰,Sat Jul  2 23:13:56 2022
1,3,-2,tok892xt7 (優質廢文),[問卦] 發現自己的歌單一堆抖音歌怎麼辦,Sat Jul  2 23:46:57 2022
2,2,0,zzzz8931 (宅男),[新聞] 「悲憤的七一」 港人在紐約時代廣場抗議,Sun Jul  3 00:09:09 2022
42,5,37,sushi11 (偶像可以亂摸嗎peko),[問卦] 對岸脫口秀明明不好笑，為什麼要假笑？,Sun Jul  3 09:15:39 2022
3,9,-6,todao (心裡有數),Re,Sun Jul  3 01:18:07 2022
16,1,15,Kakehiko (用localizer晾衣服),[問卦] 先秦時代的姓氏名,Sun Jul  3 07:42:23 2022
2,1,1,Su22 (裝配匠),[新聞] 騰訊與字節跳動再裁員 上海穩就業措施遭,Sat Jul  2 23:57:07 2022
5,1,4,sky0302 (free),Re,Sun Jul  3 01:31:15 2022
18,5,13,onesweetday (onesweetday),[問卦] 蔡健雅到底多會唱歌？,Sun Jul  3 00:29:53 2022
10,1,9,eddie5689 (),[問卦] 張惠妹是不是蓄勢待發了？,Sat Jul  2 23:25:16 2022
2,0,2,hyperdunk (別鞭我),[問卦] 選一首金曲獎歌曲去參加葛萊美？,Sun Jul  3 09:56:44 2022
25,4,21,seand8088503 (あいうえお),[問卦] 八卦板最推的入門紅酒是哪支？,Sun Jul  3 11:47:38 2022
14,0,14,rockman1118 (玉骨冰心沐流塵),Re,Sun Jul  3 00:56:54 2022
8,5,3,ccyaztfe (1357924680),[問卦] 對面六費挑戰者，七費爆爆，八費佛丁？,Sun Jul  3 08:38:28 2022
3,1,2,oz5566 (阿萊克修斯),Re,Sun Jul  3 09:17:07 2022
4,4,0,JiaTai (J.T.),[問卦] 哪一年才不是最糟的一年？,Sun Jul  3 08:25:15 2022
15,1,14,Sylph (炁+盆滿缽滿),[問卦] 台灣人有發現英文資訊的品質比中文高嗎？,Sun Jul  3 11:52:24 2022
5,4,1,P00832129 (微妙),Re,Sun Jul  3 09:25:04 2022
47,19,28,words2012 (づ′・ω・),"[問卦] 崔健為什麼拿最佳男歌手,根本沒聽過",Sun Jul  3 02:44:05 2022
4,0,4,chinaeatshit (我愛台灣！中國吃屎！！),Re,Sun Jul  3 11:23:55 2022
9,2,7,Hsins (迅雷不及掩耳盜鈴),[問卦] 燒香燒了兩短一長？,Sun Jul  3 00:24:23 2022
11,0,11,Tosca ( ),[問卦] 紅白機Top Gun有人成功降落航母過嗎?????,Sun Jul  3 10:51:36 2022
2,4,-2,ashow (修~(￣▽￣)~(＿△＿)~),[問卦] 讀進化論 我贊成達爾文?,Sun Jul  3 00:25:57 2022
10,14,-4,realtw (realtw良心說 不比臺灣女),[問卦] 崔健是臺灣金曲獎強行幫他報名嗎？,Sun Jul  3 09:40:45 2022
5,0,5,rdu20159 (RDU),[問卦] 鴿子的國旗,Sun Jul  3 10:49:50 2022
7,0,7,kotori0723 (百發get),[問卦] 中國颱風天還出工程船蓋風電,Sun Jul  3 07:45:06 2022
0,0,0,ptt987654321 (大谷躺平),Re,Sun Jul  3 11:44:11 2022
11,5,6,oz5566 (阿萊克修斯),[問卦] 假如重機可以上國道 但是要簽生死狀,Sun Jul  3 10:32:05 2022
11,1,10,s910 (s910),[問卦] Acut跟教父誰才是牛排界王者?,Sat Jul  2 23:51:29 2022
1,0,1,Sevorlaga (【斯佛拉加】。),Re,Sun Jul  3 08:55:10 2022
13,0,13,ZengMaktub (YOYOMAK),[問卦] 只有周杰倫能超越統獨議題？,Sun Jul  3 08:42:50 2022
11,8,3,fcugeo (fcugeo1746),[新聞] 黃連煜奪金曲評審團獎 高喊「所有人都是,Sat Jul  2 23:56:02 2022
1,3,-2,op840906 (LOVEISFOURLETTERSWORS),[問卦] 房價跌了，可是你在社會的PR不變，買得,Sun Jul  3 10:36:18 2022
2,0,2,T3T (G.S.M.W),Re,Sun Jul  3 08:58:31 2022
5,2,3,dinhan (ChuChu),[問卦] 為什麼台南一堆店家都沒有冷氣,Sat Jul  2 23:15:09 2022
84,58,26,jeipurple (Ariel),[新聞] 年輕人轉向了？蔡英文最新民調嚇死人 網,Sun Jul  3 08:11:55 2022
2,3,-1,Rasin (雷森),[問卦] 為什麼昆蟲那麼聰明?,Sun Jul  3 06:39:12 2022
3,0,3,hoyumi (正版型男...無誤!!!),[問卦] 五燈獎闖關成功的人唱歌有多強？,Sun Jul  3 10:02:30 2022
4,2,2,KhePri (史密提威威),[問卦] 欸！你們有吃過筍豆嗎？,Sun Jul  3 00:16:05 2022
29,10,19,nightwinded (Night Wind),[問卦] 把藍牙打成藍芽都哪種人？,Sun Jul  3 10:29:34 2022
10,0,10,com2 (),Re,Sun Jul  3 11:28:58 2022
4,7,-3,abc1204 (         ),[新聞] 出國人數飆3倍！入境放寬4萬人最快本週,Sun Jul  3 11:39:44 2022
24,7,17,lovea (lovea),[新聞] 1歲女嬰高燒送醫遇塞車　桃園警鳴笛開道4,Sun Jul  3 10:48:10 2022
7,0,7,howard24 (中信兄弟強攻強攻),[問卦] 茄子蛋怎麼唱出89歌的?,Sun Jul  3 00:02:46 2022
27,3,24,nyabinghi (Nyabinghi),[問卦] 誰投擲手榴彈能贏打棒球的？,Sun Jul  3 10:53:00 2022
3,0,3,saobox (刀劍神域盒盒),[問卦] 我朋友想偷博物館的大鑽石 有可能成功嗎?,Sat Jul  2 23:15:05 2022
3,3,0,david3809 (霜月薰),[問卦] 周杰倫根本是鬼吧？,Sat Jul  2 23:31:40 2022
2,0,2,godbar (乳不巨何以聚人心),Re,Sun Jul  3 10:03:04 2022
9,6,3,Supasizeit (更大更快更有力),[問卦] iTunes 排行榜是不是最準,Sun Jul  3 01:08:34 2022
3,0,3,a22028504 (王),[問卦] 如何增加社會經濟底層的消費能力呢?,Sun Jul  3 10:55:29 2022
3,2,1,bluebagel (果果:)),[問卦] 立榮根本狂勝華信？,Sat Jul  2 23:54:02 2022
3,0,3,twmadrid (chrissy我老婆),Re,Sun Jul  3 10:05:02 2022
38,15,23,kanjiya (貓豬豬),[問卦] 台灣人怎不敢讓小學生自己上學回家,Sun Jul  3 09:06:12 2022
3,0,3,ms0286415 (叫我網路作家就好),[問卦] 有推荐不刺激不過敏的洗面乳嗎??,Sun Jul  3 00:42:22 2022
155,25,130,DarkHolbach (垃圾),Re,Sat Jul  2 23:19:37 2022
1,0,1,kenq5566 (肯Q),[問卦] 看金曲獎的人跟看原神2.8前瞻的人誰多,Sun Jul  3 10:56:01 2022
5,2,3,cyh2210 (有完沒完?),[問卦] 請問為何我ig很多韓國妹子帥哥？,Sun Jul  3 09:44:20 2022
2,1,1,onepunchgg (GurA守護者),[問卦] 把圖畫成這樣神得到原帳號嗎,Sun Jul  3 09:57:17 2022
0,0,0,ppp123 (3p哥),[問卦] 單車併排聊天不怕被撞喔？,Sun Jul  3 08:14:41 2022
13,4,9,Scathach (沙花叉クロヱの旦那様),[問卦] 喉嚨感覺快斷ㄌ= =,Sun Jul  3 11:41:32 2022
10,0,10,sushi11 (偶像可以亂摸嗎peko),[問卦] 有人知道阿Q臭臭鍋怎麼消失的嗎？,Sat Jul  2 23:52:17 2022
74,29,45,ICEN (冰),[問卦] 珂拉琪是不是台灣YOASOBI,Sun Jul  3 02:12:50 2022
1,2,-1,G2S (越接近夕陽影子越長),[問卦] 比悲傷更悲傷的事裡牙醫是最悲傷的角色嗎,Sun Jul  3 01:25:21 2022
60,3,57,jp6vu04boy (客家肥肥),[問卦] 怎麼很多人認為「亂開車=技術好」？,Sun Jul  3 07:29:03 2022
3,30,-27,Tiara5566 (霸凌天團),[新聞] 蔡阿嘎曝光「二伯」綽號由來！網驚：不是,Sat Jul  2 23:58:00 2022
6,1,5,a0a000000000 (...),Re,Sun Jul  3 09:36:04 2022
1,1,0,metallican (鋼鐵人),[問卦] 木曜怎麼大多都在吃東西,Sun Jul  3 10:46:54 2022
14,4,10,wantorgasm (午後的相遇),[問卦] 現在獨立樂團反而變成主流了吧,Sun Jul  3 09:26:19 2022
48,3,45,Ayanami5566 (綾波五六),[問卦] 不經思考 第一個想到的非洲人是誰??,Sat Jul  2 23:23:34 2022
7,2,5,maggie024 (莫莉),[問卦]  大牛主持是不是自己撐不住,Sun Jul  3 11:30:42 2022
3,0,3,CahoForever (Forever),[問卦] 大家能用剪指甲的刀，拿來剪頭髮嗎???,Sun Jul  3 03:39:03 2022
6,1,5,IMBA5566 (許孟哲),[問卦] Elva蕭亞軒的鼻子怎麼了？,Sat Jul  2 23:18:12 2022
3,0,3,Savior09 (Sakana Mazui),Re,Sat Jul  2 23:28:23 2022
11,2,9,TPDC ()(),[新聞] 大一新生人數 首度超過高中應屆生,Sun Jul  3 11:16:54 2022
104,12,92,zakijudelo (Zack),[新聞] 「民進黨靠假新聞騙人民！」　她揪3件事,Sat Jul  2 23:49:12 2022
5,2,3,flyuhigh (第壹參壹貳屆臺大最速男),[問卦] 欸！等等考日檢但突然想大便啦,Sun Jul  3 11:53:17 2022
3,0,3,nissan168 (pingGO),[問卦] 孔孟如果選制度會選美國的制度嗎？,Sun Jul  3 00:43:34 2022
8,8,0,sdtgfsrt (カヴァスⅡ世),[問卦] 警察怎麼不把那些國道重機槍斃？,Sun Jul  3 11:10:23 2022
60,191,-131,sincere77 (台灣會更好),[新聞] PTT有人對烏俄戰爭抱持投降主義 綠委要求,Sun Jul  3 10:49:42 2022
7,1,6,voohong (SE Asia Fat Nerd),[問卦] 為什麼都沒發明自動運動機？,Sun Jul  3 09:10:24 2022
11,0,11,dennistao (不住心齋橋的心齋橋哥),[問卦] 其實PS5是被遊戲店家自己炒壞的吧?,Sun Jul  3 10:50:48 2022
28,5,23,micheal59 (Pohan),[新聞]  羅時豐送小孩棒棒糖「給你沒戴套的」!開,Sun Jul  3 00:19:50 2022
7,17,-10,thelittleone (うそつき),[新聞] 陸外交部嗆北約：不會任由別人把亞太搞亂,Sun Jul  3 10:28:20 2022
12,3,9,epiphyte (晴),[問卦] 廣仲的髮量是不是讓眾多男性羨慕,Sun Jul  3 00:42:37 2022
0,0,0,yokann ( ),[問卦] 蝦皮白金蝦還有啥用？,Sun Jul  3 11:49:13 2022
2,0,2,Qorqios (塔の魔女⊕﹏⊕‼),[問卦] 可以去蔡老闆面前拍桌嗎？,Sun Jul  3 00:14:10 2022
0,0,0,jimmy880921 (張開腿說不),[問卦] 有沒有可以強化通知的app啊,Sat Jul  2 23:46:15 2022
10,2,8,YU0121 (愛玉冰™),Re,Sun Jul  3 01:01:29 2022
4,0,4,ltyintw (菈米雅嘶嘶),Re,Sun Jul  3 07:37:26 2022
6,5,1,fack3170 (法克),[問卦] 金曲獎最多的男人？,Sun Jul  3 01:41:16 2022
233,1,232,Nigger5566 (尼哥56),Re,Sun Jul  3 00:52:03 2022
6,0,6,KitsuneNeko (狐貓),Re,Sat Jul  2 23:21:58 2022
6,0,6,koushimei (平安順心),Re,Sun Jul  3 11:23:27 2022
4,1,3,Ommmmmm5566 (有人責備我們不夠深入),Re,Sun Jul  3 00:24:21 2022
192,8,184,ashow (修~(￣▽￣)~(＿△＿)~),[問卦] 不經思考 第一首想到蔡健雅的歌？,Sun Jul  3 00:01:44 2022
4,3,1,Ericz7000 (),[問卦] 有人會忘記洗澡嗎,Sun Jul  3 08:48:39 2022
8,5,3,jiern (jiern),Re,Sun Jul  3 09:10:11 2022
8,2,6,became (windim),[問卦] 如何在第一次傳訊息給對方不犯跟騷法呢,Sun Jul  3 09:11:46 2022
3,2,1,oz5566 (阿萊克修斯),[問卦] 重機 台女 甲甲 怎摸都那摸愛吃自助餐,Sun Jul  3 10:55:39 2022
77,14,63,hTCU11 (Squeeze),[新聞] 西門町火紅「泰國店」13歲少女陪酒「100,Sun Jul  3 01:48:49 2022
0,0,0,sinohara (kinu),Re,Sun Jul  3 00:09:22 2022
4,0,4,Articuno (水噹噹),[新聞] 車庫改裝芭比展示間 珍藏芭比娃娃天天欣賞,Sat Jul  2 23:47:14 2022
6,0,6,anomic24 (若彧),[問卦] 戲水的人都不怕水髒嗎,Sun Jul  3 11:38:21 2022
106,29,77,Gazooli (阿爾敏·亞魯雷特),[問卦] 重機在國道摔車會怎麼樣？,Sun Jul  3 10:18:11 2022
7,5,2,thelittleone (うそつき),[問卦] 台灣國際觀是不是太偏頗了？,Sun Jul  3 11:21:24 2022
14,3,11,bathilda (bat),Re,Sun Jul  3 01:32:03 2022
9,3,6,GAP5566 (User),[問卦] 女人對男人說你‘’搞怪‘’的地方很多,Sun Jul  3 09:28:35 2022
9,0,9,skn60694 (入聲),[問卦] 穿素Polo衫紮西裝褲被笑 如何處置?,Sun Jul  3 09:14:52 2022
5,1,4,andrewmiho (愛喝啤酒),[問卦] 高速公路無差別開放車輛有沒搞頭？,Sun Jul  3 09:16:26 2022
1,0,1,lucifa38 (夢中與誰相見),Re,Sun Jul  3 08:38:08 2022
17,46,-29,ptt987654321 (大谷躺平),[新聞] 好市多衛生紙漲價!會員崩潰 王浩宇驚喊,Sun Jul  3 08:35:09 2022
3,0,3,seysem (seysem),Re,Sun Jul  3 01:27:55 2022
0,0,0,toofat (南勢角野郎哥),[問卦] 為什麼翻譯成最偉大的命中？,Sun Jul  3 00:32:51 2022
4,7,-3,aventardorsv (lamborghini aventadorsv),[問卦] 正妹是在吃醋嗎?,Sun Jul  3 00:49:19 2022
0,0,0,ubcs (覺★青年超冒險蓋),[公告] 八卦板板規(2022.02.21),Mon Feb 21 23:04:30 2022
11,60,-49,WorkinChina (WIC),[新聞] 轉型正義座談 范雲:完整真相才有真正信,Sun Jul  3 11:29:18 2022
0,0,0,tom501062003 (池袋情報商),[問卦] 一千元上的小朋友現在在幹嘛？,Sun Jul  3 12:00:06 2022
12,10,2,fcugeo (fcugeo1746),[新聞] 環團自製「塑膠福利熊」 呼籲全聯減塑,Sun Jul  3 00:05:58 2022
32,10,22,subcrew (Working Below The Hype),[問卦] 重機上國道遇到超級暴雨會怎樣,Sun Jul  3 11:04:06 2022
12,7,5,asd245438 (不要問，一切都是幻影~),[新聞] 跨部會齊推充電樁設置 為電動車普及化鋪,Sat Jul  2 23:16:35 2022
0,0,0,s001582000 (洨軒),Re,Sun Jul  3 11:51:17 2022
10,17,-7,GrimmNotes (),[新聞] 劉樂妍情緒潰堤！悲喊「老天爺殘忍」：,Sun Jul  3 10:09:39 2022
0,1,-1,kaky (菩提本無樹明鏡亦非台),Re,Sun Jul  3 01:04:27 2022
11,6,5,Inkdust (凡),[新聞] 14歲少女得知大學男友劈腿 自曝曾經啪,Sun Jul  3 10:04:53 2022
61,8,53,a0a000000000 (...),[新聞] NASA署長示警 小心中國登月佔領月球,Sun Jul  3 08:45:51 2022
8,2,6,XBOXFANS (man),[新聞] 福原愛遭抵制仍照上各類節目 電視台製作,Sun Jul  3 08:57:50 2022
0,0,0,a245065789 (PDA),[問卦] 今天去殺139縣道 怎警察特多,Sun Jul  3 11:57:29 2022
9,1,8,KKKKKvs333 (NOW_EMPiRE),[問卦] 劉若英的哪首歌最好？,Sun Jul  3 08:32:30 2022
7,3,4,BigCockman (大雕男),[問卦] 老人學不會新科技的原因是什麼？,Sun Jul  3 11:43:23 2022
7,3,4,P0GUY (仆街~~~~~),[問卦] 各位有聽完任何一張去年發的專輯嗎,Sun Jul  3 09:59:48 2022
10,0,10,afacebook (A臉書),[問卦] 中國人為什麼要自己蓋艾菲爾鐵塔?,Sat Jul  2 23:36:46 2022
0,3,-3,mono5566 (優雅氣質不反串),[問卦] 貓貓一直不肯走,Sat Jul  2 23:16:27 2022
32,7,25,kidtoo (我看你完全是不懂喔),[問卦] 為什麼台灣 對8+9文化這麼買單？,Sun Jul  3 00:06:09 2022
7,11,-4,OPPAISuki (OPPAISuki),[問卦] 有人聽過 蔡健雅 這張專輯的嗎? +1,Sun Jul  3 00:05:13 2022
7,1,6,bathilda (bat),[問卦] 整形不會自己審查一下結果嗎？,Sun Jul  3 03:41:46 2022
7,1,6,Townshend (Pete),[問卦] 很多老人都走了 勞健保壓力是否減輕很多?,Sun Jul  3 10:19:02 2022
12,2,10,songgood (ilovegoodgame),[問卦] 蔡桃貴和晨晨怎差這麼多,Sun Jul  3 11:01:21 2022
14,2,12,kinjk01 (小白),[問卦] 會吸毒的人不能相信？,Sun Jul  3 02:09:04 2022
3,3,0,a493103terry (就是這麼惠),[問卦] 怎麼跟半年沒聯絡的教授打招呼,Sun Jul  3 10:36:10 2022
0,0,0,cutiehoneyzu (McHilo),[問卦] 爲什麼玩股票錢賠越多 身體會越腫？？,Sun Jul  3 11:55:06 2022
0,0,0,PCclean (BOBO),Re,Sun Jul  3 07:29:50 2022
5,4,1,drakd4d (NULL),[問卦] 金曲獎頒獎 陶喆 周杰倫跑去哪了？,Sun Jul  3 01:50:46 2022
8,0,8,wpd (??),[問卦] 台灣會流行起安全帽印上自己封號嗎??,Sun Jul  3 02:56:59 2022
0,2,-2,Qorqios (塔の魔女⊕﹏⊕‼),Re,Sun Jul  3 01:02:38 2022
8,1,7,p25488148 (一定愛用挖ㄟ馬吉呀米),[問卦] 為啥被大學長撞的小客車不用負全責啊,Sun Jul  3 09:43:46 2022
0,0,0,juyhnmki (juyhnmki),[問卦] 不用漱口杯的人多嗎？,Sun Jul  3 11:58:52 2022
2,1,1,kelvintube (strike-out),[問卦] 有金曲最佳女歌手的八卦嗎？,Sat Jul  2 23:36:31 2022
6,0,6,nk11208z (小魯),[問卦] 每年的KKBOX風雲榜才是真正的金曲獎吧,Sun Jul  3 00:14:13 2022
0,0,0,Lefteye (利傅艾),Re,Sun Jul  3 08:42:19 2022
7,1,6,cailon (我不一定是我!),[問卦] 原來已經暑假了,Sat Jul  2 23:29:39 2022
2,3,-1,laugh8562 (laugh8562),[問卦] 這個人怎麼在水上移動的?,Sun Jul  3 11:15:32 2022
2,6,-4,miloskyman (削波快),[問卦] 今年的金曲是不是在分豬肉,Sun Jul  3 00:33:52 2022
12,4,8,opemhood (大漢堡),[問卦] 為了民主自由，獨裁也是必要的一環吧？,Sat Jul  2 23:14:01 2022
12,5,7,meta41110 (阿標),[新聞] 高通膨、失業增 痛苦指數飆,Sun Jul  3 11:08:13 2022
132,43,89,george303 (ASICS),[新聞] 爭取路權！大型重機騎上國道「遍地開花,Sun Jul  3 08:22:06 2022
3,2,1,ffdqfe (苦惱),[問卦] 為什麼不能優雅的老去？,Sun Jul  3 02:40:20 2022
17,7,10,parkinque (英文老師),Re,Sat Jul  2 23:48:11 2022
97,11,86,rexlin (Some like it hot!!),[新聞] 長照悲歌！拿菜刀砍頸殺阿嬤 思覺失調孫,Sun Jul  3 03:10:49 2022
10,2,8,thewtf (濱邊美波我老婆),[問卦] 發現日本人根本不會害怕停電（圖,Sun Jul  3 09:17:51 2022
62,23,39,cow09421 (傲嬌戰場原),[新聞] 轎車高速撞2車「保全等紅燈無辜慘死」肇,Sun Jul  3 06:58:33 2022
5,1,4,johanLarson (Rent),Re,Sun Jul  3 01:31:04 2022
4,1,3,silver0314 (吾要失態了！),[問卦] 蕭亞軒是在cos HIM嗎？,Sun Jul  3 01:42:09 2022
0,0,0,forest1538 (hcaoc),[問卦] 連鎖早餐店最頂是哪家？,Sun Jul  3 12:02:00 2022
442,17,425,Homura (德意志國防貓),[問卦] 震撼彈！上站次數變成紫色了,Sun Jul  3 00:17:37 2022
100,13,87,zkowntu (冰楓冷雁),[爆卦] 中國搖滾之父崔健獲最佳男歌手獎,Sat Jul  2 23:41:21 2022
2,0,2,BroDians (網圍包),[問卦] 某些全家便利商店是不是新舊歡迎光臨音樂都放？,Sat Jul  2 23:51:39 2022
1,1,0,ray081411 (ray),[問卦] 潮潮有在洗帽子嗎,Sun Jul  3 07:33:02 2022
40,7,33,arakiyuko (ゆんぴょ),[問卦] 抄襲歌手有資格得金曲獎嗎？,Sun Jul  3 02:00:58 2022
2,0,2,autokey (該起床啦),[問卦] 玩三國志創新武將是明星藝人是何心態?,Sun Jul  3 00:49:03 2022
